תיק כפול,תיק מקורי,מצב תיק מקורי בנמלה,כתובת,פסק דין?,בג"ץ?,דחיה על הסף?,פעולה שיש לבצע
5438/2011,3933/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\330\039\b24&fileName=11039330_b24.txt&type=2,כן,כן,,הוספה לנמלה
3704/2012,3568/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\680\035\s07&fileName=12035680_s07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7346/2016,5728/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\280\057\z12&fileName=16057280_z12.txt&type=2,כן,,,הוספה לנמלה
4009/2011,4008/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\080\040\o04&fileName=11040080_o04.txt&type=2,כן,,,הוספה לנמלה
1664/2016,1497/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\970\014\v08&fileName=16014970_v08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7733/2014,7683/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\830\076\t04&fileName=14076830_t04.txt&type=2,כן,,,הוספה לנמלה
385/2015,383/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\830\003\b03&fileName=15003830_b03.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
1005/2010,900/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\000\009\r05&fileName=10009000_r05.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
6391/2011,5909/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\090\059\v03&fileName=11059090_v03.txt&type=2,כן,,,הוספה לנמלה
6121/2011,5909/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\090\059\v03&fileName=11059090_v03.txt&type=2,כן,,,הוספה לנמלה
9025/2009,7181/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\810\071\t12&fileName=10071810_t12.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7793/2009,7181/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\810\071\t12&fileName=10071810_t12.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
9258/2010,9167/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\670\091\s26&fileName=10091670_s26.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7469/2010,6081/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\810\060\v23&fileName=10060810_v23.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6441/2011,6081/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\810\060\v23&fileName=10060810_v23.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5553/2015,4920/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\200\049\t15&fileName=14049200_t15.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
665/2017,1104/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\650\006\e04&fileName=17006650.E04&type=2,כן,,,הוספה לנמלה
816/2012,814/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\140\008\w02&fileName=12008140_w02.txt&type=2,כן,,,הוספה לנמלה
4688/2016,158/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\580\001\v06&fileName=16001580.v06&type=2,כן,,,הוספה לנמלה
3393/2016,3437/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\930\033\k08&fileName=16033930.K08&type=2,כן,,,הוספה לנמלה
7819/2013,7804/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\040\078\v05&fileName=13078040_v05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4295/2016,4837/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\950\042\z09&fileName=16042950.Z09&type=2,,,,העתקת  קידוד מהתיק המקורי
2641/2012,9453/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\530\094\c10&fileName=10094530_c10.txt&type=2,כן,,,הוספה לנמלה
2670/2015,2586/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\860\025\w06&fileName=15025860_w06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2770/2015,2586/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\860\025\w06&fileName=15025860_w06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3599/2016,3669/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\990\035\i06&fileName=16035990.i06&type=2,כן,,,הוספה לנמלה
7110/2016,6348/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\480\063\v06&fileName=16063480_v06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
7777/2016,6348/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\480\063\v06&fileName=16063480_v06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1376/2011,767/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\670\007\v08&fileName=11007670_v08.txt&type=2,כן,,,הוספה לנמלה
441/2015,190/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\900\001\o05&fileName=15001900_o05.txt&type=2,כן,,,הוספה לנמלה
198/2016,190/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\900\001\h14&fileName=16001900_h14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3707/2017,3710/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\440\031\z10&fileName=17031440.Z10&type=2,כן,,,הוספה לנמלה
3144/2017,3710/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\440\031\z10&fileName=17031440.Z10&type=2,כן,,,הוספה לנמלה
8847/2012,8845/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\450\088\z12&fileName=12088450_z12.txt&type=2,כן,,,הוספה לנמלה
3161/2014,604/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\040\006\k04&fileName=14006040_k04.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6666/2011,5780/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\800\057\t02&fileName=11057800_t02.txt&type=2,כן,,,הוספה לנמלה
56/2016,49/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\490\000\c08&fileName=16000490_c08.txt&type=2,כן,,,הוספה לנמלה
7142/2014,6871/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\710\068\h01&fileName=14068710_h01.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
8301/2017,6078/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\780\060\k05&fileName=17060780.K05&type=2,,כן,,העתקת  קידוד מהתיק המקורי
739/2014,100/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\000\001\z02&fileName=14001000_z02.txt&type=2,כן,,,הוספה לנמלה
2676/2015,2570/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\700\025\w06&fileName=15025700_w06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4188/2014,4119/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\190\041\i02&fileName=14041190_i02.txt&type=2,כן,,,הוספה לנמלה
2871/2014,2867/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\670\028\k08&fileName=14028670_k08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2870/2014,2867/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\670\028\k08&fileName=14028670_k08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1955/2015,1562/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\620\015\l20&fileName=15015620_l20.txt&type=2,כן,,,הוספה לנמלה
9123/2012,9342/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\420\093\v10&fileName=12093420_v10.txt&type=2,כן,,,הוספה לנמלה
3190/2013,3163/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\630\031\e02&fileName=13031630_e02.txt&type=2,כן,,,הוספה לנמלה
2016/2012,1887/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\870\018\m03&fileName=12018870_m03.txt&type=2,כן,,,הוספה לנמלה
6219/2015,8715/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\000\c09&fileName=15000740.C09&type=2,כן,,,הוספה לנמלה
74/2015,8715/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\000\c09&fileName=15000740.C09&type=2,כן,,,הוספה לנמלה
1346/2015,8715/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\000\c09&fileName=15000740.C09&type=2,כן,,,הוספה לנמלה
1289/2014,7340/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\400\073\t16&fileName=13073400_t16.txt&type=2,כן,,,הוספה לנמלה
6735/2014,7340/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\400\073\t16&fileName=13073400_t16.txt&type=2,כן,,,הוספה לנמלה
1455/2014,7340/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\400\073\t16&fileName=13073400_t16.txt&type=2,כן,,,הוספה לנמלה
4871/2011,4450/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\044\s01&fileName=11044500_s01.txt&type=2,כן,,,הוספה לנמלה
4841/2011,4450/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\044\s01&fileName=11044500_s01.txt&type=2,כן,,,הוספה לנמלה
620/2016,4679/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\790\046\t06&fileName=15046790_t06.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
8236/2016,7204/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\040\072\n12&fileName=15072040.N12&type=2,כן,,,הוספה לנמלה
928/2016,452/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\520\004\t09&fileName=16004520_t09.txt&type=2,כן,כן,,הוספה לנמלה
6831/2015,6468/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\680\064\t07&fileName=15064680_t07.txt&type=2,כן,,,הוספה לנמלה
9929/2016,9700/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\000\097\m02&fileName=16097000_m02.txt&type=2,כן,,,הוספה לנמלה
5993/2013,5885/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\850\058\v13&fileName=13058850_v13.txt&type=2,כן,,,הוספה לנמלה
893/2016,6847/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\470\068\v23&fileName=15068470_v23.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6459/2017,6856/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\590\064\m01&fileName=17064590.M01&type=2,כן,,,הוספה לנמלה
6870/2017,6856/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\590\064\m01&fileName=17064590.M01&type=2,כן,,,הוספה לנמלה
1026/2012,8456/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\560\084\s14&fileName=11084560_s14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
1363/2010,1412/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\120\014\v09&fileName=10014120_v09.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6364/2015,6296/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\960\062\v05&fileName=15062960_v05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5339/2015,4880/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\800\048\e10&fileName=15048800_e10.txt&type=2,כן,,,הוספה לנמלה
4249/2010,4182/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\820\041\b02&fileName=10041820_b02.txt&type=2,כן,,,הוספה לנמלה
846/2016,383/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\830\003\m07&fileName=16003830_m07.txt&type=2,כן,,,הוספה לנמלה
3808/2011,3699/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\990\036\k17&fileName=11036990_k17.txt&type=2,כן,,,הוספה לנמלה
4444/2011,3699/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\990\036\k17&fileName=11036990_k17.txt&type=2,כן,,,הוספה לנמלה
4886/2010,4885/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\850\048\p14&fileName=10048850_p14.txt&type=2,כן,כן,,הוספה לנמלה
4887/2010,4885/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\850\048\p14&fileName=10048850_p14.txt&type=2,כן,כן,,הוספה לנמלה
1993/2010,1706/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\060\017\t01&fileName=10017060_t01.txt&type=2,כן,,,הוספה לנמלה
8749/2015,8547/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\470\085\o03&fileName=15085470_o03.txt&type=2,כן,,,הוספה לנמלה
5424/2014,5209/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\090\052\c06&fileName=14052090_c06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3189/2013,2144/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\440\021\o15&fileName=13021440.O15&type=2,כן,,,הוספה לנמלה
3788/2015,3438/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\380\034\k11&fileName=15034380.K11&type=2,,,,העתקת  קידוד מהתיק המקורי
4159/2012,4050/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\500\040\k07&fileName=12040500_k07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4127/2015,4059/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\590\040\o08&fileName=15040590_o08.txt&type=2,כן,,,הוספה לנמלה
6349/2015,6348/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\480\063\b15&fileName=15063480_b15.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6806/2017,8159/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,כן,,,הוספה לנמלה
6904/2017,8159/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,כן,,,הוספה לנמלה
6674/2017,8159/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,כן,,,הוספה לנמלה
6741/2017,8159/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,כן,,,הוספה לנמלה
7740/2017,8159/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,כן,,,הוספה לנמלה
734/2017,536/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\360\005\q05&fileName=17005360_q05.txt&type=2,כן,,,הוספה לנמלה
4802/2015,4801/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\010\048\e14&fileName=15048010_e14.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
150/2013,80/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\800\000\o12&fileName=13000800_o12.txt&type=2,כן,,,הוספה לנמלה
6970/2013,6940/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\400\069\z11&fileName=13069400_z11.txt&type=2,כן,,,הוספה לנמלה
226/2014,6940/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\400\069\z11&fileName=13069400_z11.txt&type=2,כן,,,הוספה לנמלה
9590/2011,9507/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\070\095\w01&fileName=11095070_w01.txt&type=2,כן,,,הוספה לנמלה
3834/2010,3953/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\530\039\i18&fileName=10039530_i18.txt&type=2,כן,,,הוספה לנמלה
4857/2014,3166/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\660\031\s13&fileName=14031660_s13.txt&type=2,כן,כן,,הוספה לנמלה
2224/2013,1353/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\530\013\t08&fileName=13013530_t08.txt&type=2,כן,,,הוספה לנמלה
