תיק כפול,תיק מקורי,כתובת,האם תוצאת התיקים ההמוזגים זהה? (כן- זהה. לא - לא זהה),"בג""ץ?",תיקים נוספים שאוחדו ונדחו,תיקים נוספים שאוחדו והתקבלו,*/# אם מדובר בריבוי תיקים
2688/2012,2684/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\840\026\t25&fileName=12026840_t25.txt&type=2,כן,כן,,,
4541/2012,4487/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\870\044\m07&fileName=12044870_m07.txt&type=2,כן,,,,
8019/2010,7543/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\430\075\b11&fileName=10075430_b11.txt&type=2,כן,,,,
1324/2010,1203/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\030\012\t07&fileName=10012030_t07.txt&type=2,כן,,,,
4563/2013,4232/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\320\042\e06&fileName=13042320_e06.txt&type=2,כן,,,,
6074/2012,5787/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\870\057\v11&fileName=12057870_v11.txt&type=2,כן,,,,
8895/2015,8612/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\120\086\v09&fileName=15086120_v09.txt&type=2,כן,כן,,,
983/2011,586/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\860\005\t16&fileName=11005860_t16.txt&type=2,כן,,,,#
1711/2011,586/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\860\005\t16&fileName=11005860_t16.txt&type=2,כן,,,,#
1147/2014,7197/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\970\071\t18&fileName=13071970_t18.txt&type=2,כן,כן,,,
9610/2011,229/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\290\002\l14&fileName=10002290_l14.txt&type=2,כן,,,,
8428/2013,5925/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\250\059\t03&fileName=13059250_t03.txt&type=2,כן,,,,*
5945/2013,5925/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\250\059\t03&fileName=13059250_t03.txt&type=2,כן,,,,*
1122/2014,1121/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\011\v05&fileName=14011210_v05.txt&type=2,כן,,,,
2862/2013,2739/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\390\027\e14&fileName=13027390_e14.txt&type=2,כן,,,,
8244/2011,7973/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\730\079\l08&fileName=11079730_l08.txt&type=2,כן,,,,
5339/2011,5135/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\350\051\l03&fileName=11051350_l03.txt&type=2,כן,,,,#
5285/2011,5135/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\350\051\l03&fileName=11051350_l03.txt&type=2,כן,,,,#
1302/2014,844/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\440\008\s11&fileName=14008440_s11.txt&type=2,כן,,,,
6289/2015,5539/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\390\055\t03&fileName=15055390_t03.txt&type=2,כן,,,,
8880/2012,8877/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\770\088\s07&fileName=12088770_s07.txt&type=2,כן,,,,
2026/2010,2017/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\170\020\w05&fileName=10020170_w05.txt&type=2,כן,,,,#
4049/2010,2017/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\170\020\w05&fileName=10020170_w05.txt&type=2,כן,,,,#
1665/2016,1656/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\560\016\w13&fileName=16016560_w13.txt&type=2,כן,,,,*
1674/2016,1656/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\560\016\w13&fileName=16016560_w13.txt&type=2,כן,,,,*
8561/2011,8539/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\390\085\m06&fileName=11085390_m06.txt&type=2,כן,,,,
8565/2016,8047/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\470\080\o03&fileName=16080470_o03.txt&type=2,כן,,,,
4489/2013,4157/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\570\041\t09&fileName=13041570_t09.txt&type=2,כן,,,,
214/2014,212/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\120\002\w02&fileName=14002120_w02.txt&type=2,כן,,,,
366/2013,49/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\490\000\a03&fileName=13000490_a03.txt&type=2,כן,,,,
2675/2015,2581/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\810\025\w03&fileName=15025810_w03.txt&type=2,כן,,,,תיק בודד
1821/2011,1756/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\560\017\a05&fileName=11017560_a05.txt&type=2,כן,,,,
7540/2011,7523/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\075\n05&fileName=11075230_n05.txt&type=2,כן,כן,,,#
7554/2011,7523/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\075\n05&fileName=11075230_n05.txt&type=2,כן,כן,,,#
7547/2011,7523/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\075\n05&fileName=11075230_n05.txt&type=2,כן,כן,,,#
1182/2016,6942/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\420\069\b16&fileName=15069420_b16.txt&type=2,כן,כן,,,
8891/2011,8602/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\020\086\e03&fileName=11086020_e03.txt&type=2,כן,,,,
869/2011,867/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\670\008\m27&fileName=11008670_m27.txt&type=2,כן,,,,
44/2013,8927/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\270\089\c08&fileName=12089270_c08.txt&type=2,כן,,,,
3505/2012,3477/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\770\034\c01&fileName=12034770_c01.txt&type=2,כן,,,,
8518/2016,4630/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\300\046\b07&fileName=15046300_b07.txt&type=2,כן,כן,,,
5394/2009,1926/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\260\019\p03&fileName=10019260_p03.txt&type=2,כן,,,,
6189/2013,4885/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\850\048\w08&fileName=13048850_w08.txt&type=2,כן,כן,,,
7808/2013,7139/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\390\071\m13&fileName=11071390_m13.txt&type=2,כן,,,,
8077/2014,7737/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\370\077\m16&fileName=14077370_m16.txt&type=2,כן,כן,,,#
8079/2014,7737/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\370\077\m16&fileName=14077370_m16.txt&type=2,כן,כן,,,#
841/2014,7689/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\890\076\s06&fileName=13076890_s06.txt&type=2,כן,,,,
7123/2013,1232/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\320\012\w25&fileName=12012320_w25.txt&type=2,כן,,,,*
4000/2012,1232/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\320\012\w25&fileName=12012320_w25.txt&type=2,כן,,,,*
2676/2014,2566/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\660\025\m05&fileName=14025660_m05.txt&type=2,כן,,,,
9073/2012,9067/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\090\s08&fileName=12090670_s08.txt&type=2,כן,,,,
4213/2013,3611/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\110\036\t04&fileName=13036110_t04.txt&type=2,כן,,,,#
4406/2013,3611/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\110\036\t04&fileName=13036110_t04.txt&type=2,כן,,,,#
4397/2013,3611/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\110\036\t04&fileName=13036110_t04.txt&type=2,כן,,,,#
1321/2014,1051/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\510\010\l05&fileName=14010510_l05.txt&type=2,כן,,,,*
1488/2014,1051/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\510\010\l05&fileName=14010510_l05.txt&type=2,כן,,,,*
1524/2014,1051/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\510\010\l05&fileName=14010510_l05.txt&type=2,כן,,,,*
6291/2011,6021/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\060\b18&fileName=11060210_b18.txt&type=2,כן,,,,
3034/2011,2721/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\027\h01&fileName=11027210_h01.txt&type=2,כן,,,,#
3061/2011,2721/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\027\h01&fileName=11027210_h01.txt&type=2,כן,,,,#
3062/2011,2721/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\210\027\h01&fileName=11027210_h01.txt&type=2,כן,,,,#
5356/2010,5087/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\870\050\c09&fileName=10050870_c09.txt&type=2,כן,,,,
5526/2011,5451/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\510\054\i09&fileName=11054510_i09.txt&type=2,כן,,,,*
7522/2011,5451/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\510\054\i09&fileName=11054510_i09.txt&type=2,כן,,,,*
5500/2011,5451/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\510\054\i09&fileName=11054510_i09.txt&type=2,כן,,,,*
46/2016,43/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\430\000\h07&fileName=16000430_h07.txt&type=2,כן,כן,,,
5274/2012,5065/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\650\050\e20&fileName=12050650_e20.txt&type=2,כן,,,,
4138/2015,4109/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\090\041\l07&fileName=15041090_l07.txt&type=2,כן,,,,
1534/2015,9033/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\090\e25&fileName=14090330_e25.txt&type=2,כן,,,,#
6482/2015,9033/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\090\e25&fileName=14090330_e25.txt&type=2,כן,,,,#
1533/2015,9033/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\090\e25&fileName=14090330_e25.txt&type=2,כן,,,,#
1446/2015,9033/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\090\e25&fileName=14090330_e25.txt&type=2,כן,,,,#
1526/2015,9033/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\090\e25&fileName=14090330_e25.txt&type=2,כן,,,,#
6436/2015,9033/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\330\090\e25&fileName=14090330_e25.txt&type=2,כן,,,,#
3122/2016,5754/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\540\057\a21&fileName=15057540_a21.txt&type=2,כן,,,,
206/2014,122/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\220\001\k04&fileName=14001220_k04.txt&type=2,כן,,,,
9425/2012,9424/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\240\094\z05&fileName=12094240_z05.txt&type=2,כן ,,,,
5785/2013,2965/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\650\029\o04&fileName=13029650_o04.txt&type=2,לא,,3183/13,"2965\13, 2972/13, 5538/13, 5785/13",*
2972/2013,2965/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\650\029\o04&fileName=13029650_o04.txt&type=2,לא,,,,*
3183/2013,2965/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\650\029\o04&fileName=13029650_o04.txt&type=2,לא,,,,*
5538/2013,2965/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\650\029\o04&fileName=13029650_o04.txt&type=2,לא,,,,*
304/2010,394/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\940\003\p08&fileName=10003940_p08.txt&type=2,לא,,,,
9821/2016,10115/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\210\098\j05&fileName=16098210.J05&type=2,לא,,"9967/16, 10115/16",9821/16,#
9967/2016,10115/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\210\098\j05&fileName=16098210.J05&type=2,לא,,,,#
1812/2011,814/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\140\008\s09&fileName=11008140_s09.txt&type=2,לא,,,,
8849/2012,5004/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\490\088\a74&fileName=12088490.A74&type=2,לא,כן,"5004/14, 6214/15","8849/12,3834/14,4392/14,4576/14",#
6214/2015,5004/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\490\088\a74&fileName=12088490.A74&type=2,לא,כן,,,#
4392/2014,5004/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\490\088\a74&fileName=12088490.A74&type=2,לא,כן,,,#
4576/2014,5004/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\490\088\a74&fileName=12088490.A74&type=2,לא,כן,,,#
3834/2014,5004/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\490\088\a74&fileName=12088490.A74&type=2,לא,כן,,,#
7190/2015,5981/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\810\059\w01&fileName=15059810_w01.txt&type=2,לא,,,,
3333/2014,1535/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\015\v09&fileName=13015350_v09.txt&type=2,לא,,"3093/14,3327/14,3333/14,1535/13","7205/13,7207/13",*
7205/2013,1535/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\015\v09&fileName=13015350_v09.txt&type=2,לא,,,,*
3093/2014,1535/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\015\v09&fileName=13015350_v09.txt&type=2,לא,,,,*
7733/2013,1535/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\015\v09&fileName=13015350_v09.txt&type=2,לא,,,,*
3327/2014,1535/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\015\v09&fileName=13015350_v09.txt&type=2,לא,,,,*
7207/2013,1535/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\350\015\v09&fileName=13015350_v09.txt&type=2,לא,,,,*
5318/2014,7033/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\330\070\c08&fileName=13070330_c08.txt&type=2,לא,,,,
7094/2010,7598/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\980\075\m08&fileName=10075980_m08.txt&type=2,לא,,,,
5891/2014,4855/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\550\048\t10&fileName=14048550_t10.txt&type=2,לא,,,,
8425/2013,7385/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\850\073\m19&fileName=13073850_m19.txt&type=2,לא,כן,,,
6292/2011,5706/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\060\057\i12&fileName=11057060_i12.txt&type=2,לא,,,,
4693/2016,4738/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\930\046\e07&fileName=16046930.E07&type=2,לא,,,,
1308/2011,7373/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\730\073\l20&fileName=10073730_l20.txt&type=2,לא,,,,
343/2015,295/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\950\002\e05&fileName=15002950_e05.txt&type=2,לא,,"363/15, 295\15",343/15,*
363/2015,295/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\950\002\e05&fileName=15002950_e05.txt&type=2,לא,,,,*
434/2016,401/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\010\004\i08&fileName=16004010_i08.txt&type=2,לא,,,,
7/2014,8912/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\120\089\m01&fileName=13089120_m01.txt&type=2,לא,,,,
5097/2017,106/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,לא,,951/17,"106/17, 5097/17, 1161/17, 5127/17, 1094/17, 4994/17",*
1161/2017,106/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,לא,,,,*
5127/2017,106/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,לא,,,,*
1094/2017,106/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,לא,,,,*
951/2017,106/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,לא,,,,*
4994/2017,106/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,לא,,,,*
4624/2015,8080/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\800\080\h43&fileName=12080800_h43.txt&type=2,לא,,,,
6375/2012,6272/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\720\062\c05&fileName=12062720_c05.txt&type=2,לא,,,,
7223/2013,7219/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\190\072\l14&fileName=13072190_l14.txt&type=2,לא,,,,
3209/2013,2661/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\610\026\h06&fileName=13026610_h06.txt&type=2,לא,,מתקבלים: 3381/13,"נדחים: 3209/13, 2661/13",#
3381/2013,2661/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\610\026\h06&fileName=13026610_h06.txt&type=2,לא,,,,#
3703/2013,3613/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\130\036\v10&fileName=13036130_v10.txt&type=2,לא,,,,
9135/2015,9111/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\110\091\e13&fileName=15091110.E13&type=2,לא,,,,
2890/2016,2853/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\530\028\g08&fileName=16028530.g08&type=2,לא,,,,
6316/2014,4154/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\540\041\v13&fileName=14041540_v13.txt&type=2,לא,,,,
7314/2014,7253/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\530\072\e07&fileName=14072530_e07.txt&type=2,לא,,,,
5844/2015,5839/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\390\058\t04&fileName=15058390_t04.txt&type=2,לא,כן,,,
2997/2011,7093/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\930\070\h10&fileName=10070930_h10.txt&type=2,לא,,,,
4299/2016,4298/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\980\042\m07&fileName=16042980_m07.txt&type=2,לא,,,,
5551/2012,5111/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\051\l02&fileName=12051110_l02.txt&type=2,לא,,"מתקבלים: 5111/12,5254/12, 5551/12, 6403/12","נדחים: 5254/12,",*
5254/2012,5111/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\051\l02&fileName=12051110_l02.txt&type=2,לא,,,,*
6403/2012,5111/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\051\l02&fileName=12051110_l02.txt&type=2,לא,,,,*
3422/2014,2786/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\860\027\e15&fileName=14027860_e15.txt&type=2,לא,,,,
604/2012,7862/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\620\078\l12&fileName=11078620_l12.txt&type=2,לא,,,,
6839/2015,6792/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\920\067\l03&fileName=15067920_l03.txt&type=2,לא,,,,
1656/2013,9433/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\330\094\s09&fileName=12094330_s09.txt&type=2,לא,,,,
4207/2014,3164/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\640\031\k11&fileName=14031640_k11.txt&type=2,לא,,,,
2454/2016,2405/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\050\024\w06&fileName=16024050_w06.txt&type=2,לא,,,,
102/2010,16/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\160\000\o01&fileName=10000160_o01.txt&type=2,לא,,,,
8616/2013,8031/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\310\080\a09&fileName=13080310_a09.txt&type=2,לא,,,,
1297/2012,8703/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\030\087\k05&fileName=11087030_k05.txt&type=2,לא,,,,
7446/2014,6961/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\610\069\a06&fileName=14069610_a06.txt&type=2,לא,,,,
7353/2010,6754/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\540\067\e10&fileName=10067540_e10.txt&type=2,לא,,מתקבלים: 7384/10,"נדחים: 7353/10,6754/10",#
7384/2010,6754/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\540\067\e10&fileName=10067540_e10.txt&type=2,לא,,,,#
9029/2011,8378/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\780\083\v14&fileName=11083780_v14.txt&type=2,לא,,"מתקבלים: 8378/11, 9029/11, 9032/11",נדחה: 7176/12,*
9032/2011,8378/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\780\083\v14&fileName=11083780_v14.txt&type=2,לא,,,,*
7176/2012,8378/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\780\083\v14&fileName=11083780_v14.txt&type=2,לא,,,,*
7016/2010,2599/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\990\025\v16&fileName=10025990_v16.txt&type=2,לא,,,,
7050/2010,1641/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\410\016\e14&fileName=10016410_e14.txt&type=2,לא,כן,מתקבלת: 7050/10,"נדחים: 1641/10, 7266/10",#
7266/2010,1641/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\410\016\e14&fileName=10016410_e14.txt&type=2,לא,כן,,,#
1968/2012,1650/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\500\016\t09&fileName=12016500_t09.txt&type=2,לא,,,,
3537/2011,3475/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\750\034\p13&fileName=11034750_p13.txt&type=2,לא,,,,
4558/2015,6322/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\220\063\c40&fileName=14063220_c40.txt&type=2,לא,כן,,,*
996/2015,6322/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\220\063\c40&fileName=14063220_c40.txt&type=2,לא,כן,לא זהים: 4558/15,"זהים: 6322/14, 996/15, 2998/15",*
2998/2015,6322/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\220\063\c40&fileName=14063220_c40.txt&type=2,לא,כן,,,*
4759/2014,4752/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\520\047\v04&fileName=14047520_v04.txt&type=2,לא,,,,
8340/2016,7832/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\320\078\e06&fileName=16078320.E06&type=2,לא,,,,
6721/2011,6623/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\066\v22&fileName=11066230_v22.txt&type=2,לא,,,,#
6653/2011,6623/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\230\066\v22&fileName=11066230_v22.txt&type=2,לא,,,,#
8742/2015,8822/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\420\087\j13&fileName=15087420.J13&type=2,לא,,,,
5549/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
5496/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,"נדחים: 5496/14, 5669/14, 5076/14","מתקבלים: 5270/14, 5433/14 , 4735/14, 5549/14, 4735/14, 4456/14, 5546/14",#
5433/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
5076/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
4568/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
5669/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
4735/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
5270/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
5546/2014,4456/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\560\044\l30&fileName=14044560_l30.txt&type=2,לא,,,,#
